སྐད་འབྱིན་པ་			ein Geheul ausstoßen	x
སྐལ་བཟང་			'gut in bezug auf das Schicksal', vom Schicksal begünstigt, gesegnet (skr. <i>subhaga</i>-);<br />Glück; Schönheit (Kurzform für སྐལ་བཟང་ཉིད་, skr. <i>saubhāgya</i>-)	x
སྐས་(ཀ་)			Leiter, Trittstufen	Leech x
སྐུད་			Faden;<br>siehe དར་སྐུད་	Leech x
སྐུར་བ་	PFI བསྐུར་		segnen, weihen; siehe དབང་སྐུར་བ་;<br>senden, schicken, übergeben, in den Bereich von ... bringen	Leech leech x
སྐོ་བ་	P བསྐོས་ F བསྐོ་ I སྐོས་		ernennen zu, einsetzen als (ཏུ་);<br />auferlegen;<br />siehe ཁྲལ་, དཔོན་དུ་	Leech x
སྐོམ་ཚུགས་སུ་བཅས་ཏེ་			das Kinn auf ... (ལ་) stützend	x
སྐོམ་པ་			durstig (sein);<br />Durst (vgl. སྐོམ་ཚུགས་སུ་བཅས་ཏེ་)	Leech x
སྐོར་བ་	PF བསྐོར་		umgeben, einschließen;<br>herumgehen um;<br>(die geistige Einstellung) verändern;<br>siehe auch མགོ་སྐོར་བ་	x
"<span style="" font-style: normal; font-weight: normal;"">སྐྱ་</span>བོ་"			weißgrau, gelblich weiß;<br />siehe སེར་སྐྱ་	Leech leech x
སྐྱིད་པ་			glücklich (sein);<br>Glück	x
སྐྱུ་རུ་ར་			eine saure Frucht;<br>Zitrone	x
སྐྱུག་པ་	PI སྐྱུགས་		ausstoßen, erbrechen	x
སྐྱུགས་པ་			Erbrochenes	x
སྐྱུར་བ་	PF བསྐྱུར་		werfen, schleudern	Leech x
སྐྱེ་ངན་			(die drei) schlechte(n) Wiedergeburtsform(en);<br />vgl. རྒྱུད་ལྔ་ (Kurzform für སྐྱེ་བ་ངན་པ་, skr. <i>durgati</i>-)	x
སྐྱེ་གནས་			Geburtsstätte, Geburtsform<br>skr. <i>jāti</i>-	x
སྐྱེ་བོ་ངན་པའི་དངོས་པོ་			'Schlechtmenschentum'<br />skr. <i>durjanatā</i>-	x
སྐྱེ་བཟང་			gute Wiedergeburtsform (Gegenstück zu སྐྱེ་ངན་ und ངན་པའི་འགྲོ་བ་)<br>skr. <i>sadgati</i>-	x
སྐྱེད་མོས་ཚལ་			Lustgarten, königlicher Park<br>skr. <i>udyāna</i>-	x
སྐྱེས་པ་			belebt;<br>Lebewesen (= སྐྱེས་བུ་)	x
སྐྱེས་པའི་རབས་			'Genealogie der Vorgeburten des Buddha', Vorgeburtsgeschichte des Buddha<br>skr. <i>jātaka</i>-	x
སྐྱེས་བུ་			Lebewesen	x
སྐྱོ་བ་			einer Sache (ལ་) müde, überdrüssig sein	Leech leech x
སྐྱོད་པ་	PF བསྐྱོད་		bewegen, hin und her bewegen, schütteln;<br>siehe ཀུན་ནས་སྐྱོད་པ་	Leech leech x
སྐྱོན་ཅན་			fehlerhaft, lasterhaft;<br>hier: Spieler, Falschspieler, Betrüger<br>skr. <i>dhūrta</i>-	x
སྐྱོན་དུ་བྱེད་པ་			zum Fehler machen, als Fehler ansehen	x
སྐྱོན་མེད་པ་			fehlerlos, ohne Laster	x
སྐྲ་			Haar,&nbsp;&nbsp;Kopfhaar	x
སྐྲག་དངང་བ་			sich fürchten	Leech x
སྐྲག་པ་			sich fürchten vor (ཀྱིས་)	Leech leech x
སྐྲོད་པ་	PF བསྐྲད་		vertreiben, verjagen	Leech leech x
བསྐལ་པ་			Ära, Zeitalter<br>skr. <i>kalpa</i>-	x
ཁ་ཆུ་			'Mundwasser', Speichel	x
ཁྭ་ཏ་			Krähe	x
ཁ་སྟོན་པ་			(mit der Vorderseite) zeigen auf, gerichtet sein auf	Leech x
ཁ་ཏོག་			Farbe<br>vgl. མདོག་	x
ཁ་དོག་ཅན་			Farbe (zum Malen und Schminken)<br>skr. <i>varṇaka</i>-	x
ཁ་ན་			auf der Oberfläche von, auf [Postposition mit ཀྱི་]	x
ཁ་སྤུ་			Gesichtshaare, Barthaare	x
ཁ་ཕྱེ་བ་			geöffnet, aufgeblüht<br>skr. <i>utphulla</i>-	x
ཁ་འབྱེད་པ་			den Mund öffnen;<br />sich öffnen;<br />aufblühen	x
ཁ་ཟས་			Nahrung, Speise	x
ཁང་པ་			Haus	x
ཁབ་ལེན་རྡོ་			'der Stein, der die Nadel anzieht', Magnet	x
ཁམས་			Bereich	x
ཁར་			auf [Postposition mit Genitiv; vgl. ཁ་ན་]	x
ཁས་ལེན་པ་			'mündlich (voraus)nehmen', versprechen	x
ཁུང་བུ་			Loch, Löchlein [Diminutivform zu ཁུང་]	x
ཁོ་བོ་			ich [maskuline Form]	x
ཁོ་མོ་			ich [feminine Form]	x
ཁོང་			das Innere	Leech x
ཁོན་པ་			Ärger, Zorn, Hass	Leech x
ཁོན་འཛིན་པ་			Hass hegen, hassen	Leech x
ཁྱད་དུ་			vorzüglich, besonders [Adverb]	x
ཁྱད་དུ་གསོད་པ་			verachten	leech x
ཁྱད་པར་			Unterschied<br>in besonderem Maße<br>Kurzform für ཁྱད་པར་དུ་	x
ཁྱད་པར་(དུ་)འཕགས་པ་			in besonderem Maße hervorragend, der Beste, Vorzüglichste (sein)	x
ཁྱིམ་བདག་མོ་			Hausherrin	x
ཁྱུ་			Herde	x
ཁྱོར་བྱེད་པ་			zum Gatten machen, nehmen<br>Gatte sein	Leech x
ཁྲལ་			Steuern, Abgaben	Leech x
ཁྲལ་སྐོ་བ་			Steuern auferlegen	x
ཁྲི་སྙན་			schwarze Antilope<br>skr. <i>kṛṣṇasāra</i>-	x
ཁྲིམས་			Gesetz, Norm, Regel<br>siehe ཚུལ་ཁྲིམས་	x
ཁྲོད་			Haufen<br>Dickicht<br>Wald<br>siehe ཕྱག་དང་ཁྲོད་	Leech leech x
ཁྲོན་པ་			Quelle, Brunnen<br>siehe ངན་སྐྱུགས་ཁྲོན་པ་	Leech x
མཁན་			kundig, Kenner von ...<br>siehe ཡིག་, ཤིང་	x
མཁར་			Wohnsitz<br />Schloss<br />siehe གྲོག་མཁར་	x
འཁང་བ་			verletzen, beleidigen, schädigen	Leech leech x
འཁམ་པ་	P འཁམས་		ohnmächtig werden	Leech x
འཁར་པ་			Stab, Stück<br>auch མཁར་བ་ geschrieben	Leech x
འཁུན་པ་			seufzen, stöhnen;<br />Seufzen, Stöhnen	Leech x
འཁོར་འདབ་			Gefolge	x
འཁོར་གཡོག་			Gefolge	x
འཁོར་བ་			sich drehen, sich herumdrehen;<br>umkreisen;<br>Kreislauf der Existenzen [skr. <i>saṃsāra</i>-]	x
འཁོར་ལོས་སྒྱུར་བ་			'mit dem Rad lenken, regierend', Universalherrscher<br>[(falsche) Lehnübersetzung von skr. <i>cakravartin</i>-]	x
འཁོལ་བ་	P བཀོལ་ I ཁོལ་		als Untergebenen, als Diener verwenden, anstellen<br>siehe བྲན་དུ་འཁོལ་བ་	Leech leech x
འཁྱམ་པ་			umherwandern, herumziehen	Leech x
འཁྱུད་པ་	P ཁྱུད་		umarmen, umfassen (mit ནས་ des Ortes)	Leech x
འཁྲིག(ས་)པ་			sich zusammenballen (Wolken)	Leech x
འཁྲུག་པ་	P འཁྲུགས་		erschüttert werden	Leech x
ག་			wer? was? [Interrogativpronomen]	leech x
ག་རེ་			wo (ist)?	x
ག་ལ་བ་			'das Wo-Sein', Aufenthaltsort	x
གང་			welcher? welcher [Interrogativ- und Relativpronomen]	x
གང་དུ་			wo? wann? wo, wann	x
གང་དུ་ ... གང་དུ་			wo ...? wo ...? [idiomatisch für &quot;welch ein (himmelweiter) Unterschied besteht zwischen ... und ...!&quot;; skr. <i>kva</i> ... <i>kva</i> ...]	x
གང་ན་བ་			'das Wo-Sein', Aufenthaltsort	x
གང་(གི་)ཕྱིར་			weswegen? weshalb? weswegen, weshalb;<br>deshalb, nämlich, denn [interrogativ und relativ; skr. <i>yasmāt</i>, <i>hi</i>]	x
གང་བ་			voll (sein)	12 Leech
གང་ཡང་			wer auch immer, was auch immer	x
གངས་			Eis, Gletscher	x
གངས་ཅན་ཡུལ་			'Gletscherland' (gewöhnlich Beiname Tibets)	x
གར་			wohin? wohin [interrogativ und relativ]	x
གལ་ཏེ་ན་			vielleicht	x
གུས་པས་			respektvoll, ergeben [adverbiell]	x
གོ་			Platz, Örtlichkeit	leech x
གོང་མ་			das Obere, Höhere;<br>das Frühere;<br>höher, früher	x
གོམ་པ་			Schritt, Fußbreit	Leech x
གོམས་པ་			geübt in, erfahren in (ལ་)	Leech x
གོམས་པར་བྱེད་པ			sich üben in	x
གོས་			Gewand, Kleidung;<br>siehe ཆོས་གོས་	x
གོས་སེར་ཅན་			'der Gelbgewandete' [Beiname des indischen Gottes Viṣṇu;<br />skr. <i>pītāmbara</i>-]	x
གཽ་ཏ་མ་			Gautama [der Stammesname des Buddha; Transliteration von skr. <i>Gautama</i>-]	x
གྱེན་			das Obere [Ableitung von ཡ་ 'das Obere']	Leech x
གྱེན་ལ་			aufwärts	x
གྲག་པ་			Lärm, Kunde, Gerücht [Nebenform zu འགྲག་པ་]	Leech x
གྲགས་པ་			Kunde, Gerücht;<br>(guter) Ruf, Ruhm;<br>berühmt;<br>siehe སྙན་	Leech x
གྲངས་མེད་པ་			zahllos, unzählig	x
གྲིབ་མ་			Schatten	x
གྲིམས་པ་			klug, aufgeweckt, auf dem Posten, alert	Leech leech x
གྲུབ་པ་			ein Vollendeter, Heiliger [Angehöriger einer bestimmten Klasse von Halbgöttern mit übernatürlichen Fähigkeiten; skr. <i>siddha</i>-]	x
གྲོག་མཁར་			Ameisenhaufen [Wiedergabe des Sanskritnames <i>Vālmīki</i>, der den Verfasser des <i>Rāmāyaṇa</i> bezeichnet]	x
གྲོག་མ་			Ameise [auch གྲོག་མོ་ geschrieben]	x
གྲོས་བྱེད་པ་			sich beraten, beratschlagen, Pläne schmieden	Leech x
གླ་རྩི་			Moschus [གླ་བ་ Moschustier, རྩི་ Saft]	x
གླང་			Bulle, Ochse;<br />siehe བ་ལང་	x
གླང་ཆེན་			'großer Bulle' [Umschreibung für den in Tibet unbekannten Elefanten]	x
གླིང་ཕྲན་			Inselchen;<br>Ländchen	x
དགའ་ལྡན་			freudvoll, freudig [Name eines buddhistischen Himmels; Lehnübersetzung von skr. <i>tuṣita</i>-]	x
དགའ་བ་ཉིད་			Freundlichkeit, Aufmerksamkeit	Leech x
དགུན་(ཀ་)			Winter	x
དགེ་སྦྱོང་			'der sich in der Tugend übt', Asket<br />skr. <i>śramaṇa</i>-	x
དགེ་སློང་མ་			Bettelnonne<br>skr. <i>bhikṣuṇī</i>-	x
དགྲ་བཅོམ་པ་			'der den Feind besiegt hat', Arhat<div><br /></div><div>[einer, der die vierte und höchste Stufe des <i>hīnayānistischen</i> Erlösungsweges erreicht hat - falsche Lehnübersetzung von skr. <i>arhant</i>- 'wert, würdig', das als ari-han 'Feindvernichter' gedeutet wird; die richtige Etymologie war jedoch ebenfalls in Tibet bekannt]</div>	x
དགྲ་སྟ་			Streitaxt<br>skr. <i>paraśu</i>-	x
བགེགས་			Hindernis	x
བགྲང་བ་	P བགྲངས་		zählen;<br>zählen zu	x
བགྲོ་བ་	P བགྲོས་		debattieren, (gemeinsam) überlegen, beraten	Leech x
མགུ་བ་			froh sein, sich freuen [sowie metrisch für མགུ་བར་བྱེད་པ་ erfreuen]	Leech x
མགོ་(བོ་)			Kopf, Haupt	x
མགོ་སྐོར་བ་			'den Kopf verdrehen', umschmeicheln, durch Schmeichelei täuschen	x
མགོན་(པོ་)མེད་(པ་)			ohne Beschützer, schutzlos	x
མགོན་མེད་ཟས་སྦྱིན་			'der den Schutzlosen Speise gibt' [Name eines besonders gebefreundlichen Laienanhängers des Buddha; skr. <i>Anāthapiṇḍdada</i>-]	x
འགག་པ་			aufhören, enden	Leech x
འགའ་			jeder (einzelne);<br>irgendein;<br>einige	x
འགལ་དུམ་			"Holzscheit [auch&nbsp;<span style="" font-style: normal; font-weight: normal;"">མགལ་དུམ་&nbsp;</span>geschrieben]"	x
འགལ་པ་			"Holzscheit [auch&nbsp;<span style="" font-style: normal; font-weight: normal;"">མགལ་པ་&nbsp;</span>geschrieben]"	leech x
འགུག(ས)་པ་	P བཀུག་ F དགུག་ I ཁུག་		herbeirufen, anlocken;<br>sich beugen, sich neigen;<br>siehe ཀུན་ནས་འགུག(ས)་པ་	Leech x
འགེངས་པ་	P བཀང་ F དགང་ I ཁོང་		füllen	Leech x
འགེབས་པ་	P བཀབ་ F དགབ་ I ཁོབ་		bedecken	Leech x
འགེམས་པ་			zerreißen, zerfleischen	x
འགོག་པ་	P བཀོག་ F དགོག་ I ཁོག་		wegnehmen;<br>siehe སོ་སོར་འགོག་པ་	Leech x
འགྱེལ་བ་	PI གྱེལ་		taumeln, fallen	Leech x
འགྱོད་པ་			bedauern, bereuen;<br>Reue	Leech x
འགྲག་པ་	P གྲག(ས་)		tönen, ertönen;<br>vernommen werden	Leech x
འགྲང་བ་	P འགྲངས་		sich sättigen	Leech x
འགྲམ་			Ufer	x
འགྲམ་གྱི་ཆུ་			'Uferwasser', das in der Nähe des Ufers befindliche Wasser<br>skr. <i>taṭjala</i>-	x
འགྲམ་གྱི་རི་མོ་			Uferlinie, die durch das Ufer gebildete Linie<br>skr. <i>taṭalekha</i>-	x
འགྲམ་གྱི་ཤིང་			Uferbaum, am Ufer wachsender Baum<br>skr. <i>taṭavṛkṣa</i>-	x
འགྲུབ་པ་	P གྲུབ་		beendet, vollendet werden;<br />sich realisieren;<br />siehe དོན་གྲུབ་པ་	x
འགྲེ་བ་			sich (auf der Erde) wälzen	Leech x
འགྲེམ(ས)་པ་	P བཀྲམ་ F དགྲམ་ I ཁྲོམས་		niederlegen, ausbreiten	Leech x
རྒན་མོ་			alte Frau, Alte	x
རྒན་གཞན་			'alt und jung', Alter [analog zu ཆེ་ཆུང་]	x
རྒལ་བ་	PF བརྒལ་ I རྒོལ་		überschreiten, überklettern (mit Akkusativ, ལ་ oder ལས་)	Leech x
རྒས་པ་			gealtert, alt;<br>Alter	Leech x
རྒུན་			Wein, Weintrauben	x
རྒུན་འབྲུམ་			Weintrauben	x
རྒོད་མ་			Stute	x
རྒྱ་གར་སྐད་			die Sprache Indiens, Sanskrit	x
རྒྱ་ཆེ་བ་			von großer Ausdehnung, groß, riesig	x
རྒྱ་བ་	P རྒྱས་		weit, ausgedehnt sein	x
རྒྱ་མཚོའི་གླིང་			'Bereich des Ozeans', Ozean [pleonastisch für རྒྱ་མཚོ་]	x
རྒྱང་ན་			in der Ferne	x
རྒྱང་ནས་			aus der Ferne, von fern	x
རྒྱང་མ་			Ferne, Entfernung	x
རྒྱང་ཚད་			'Entfernungsmaß', Entfernung, Dauer (?)	x
རྒྱང་རིང་པོ་			'weit hinsichtlich der Entfernung', weit entfernt	x
རྒྱང་རིང་བ་			'hinsichtlich der Entfernung weit sein', weit entfernt sein	x
རྒྱན་			Schmuck	x
རྒྱན་དུ་བྱེད་པ་			zum Schmuck machen, gemacht werden	Leech x
རྒྱན་ཆ་			Schmuckstück	x
རྒྱལ་པོའི་ཁབ་			königliche Residenz;<br>die Stadt Rājagṛha [Wiedergabe von skr. <i>rājagṛha</i>-, der Bezeichnung der indischen Königsresidenz]	x
རྒྱལ་ཕྲན་			'kleiner König', Vasall	x
རྒྱལ་བུ་			Prinz, Königssohn	x
རྒྱལ་བྱེད་			'der Siegreiche' [Name eines Prinzen; skr. <i>jetṛ</i>-]	x
རྒྱལ་བྱེད་ཀྱི་ཚལ་			'der Hain des Siegreichen' [Name eines Haines in der Stadt <i>Śrāvastī</i>; skr. <i>Jetavana</i>]	x
རྒྱལ་མཚན་			'Siegeszeichen', Banner, Fahne [skr. <i>dhvaja</i>-]	x
རྒྱལ་སྲིད་			Königsherrschaft, Königreich [skr. <i>rājya</i>-]	x
རྒྱས་པར་བྱེད་པ་			verbreiten	x
རྒྱུ་མེད་(པར་)			grundlos [adverbiell]	x
རྒྱུ་མཚན་			Grund, Ursache [= རྒྱུ་]	x
རྒྱུ་མཚན་མེད་པར་			grundlos [adverbiell]	x
རྒྱུད་			Faden, Gewebe; Trantra [skr. <i>tantra</i>-];<br />(hier:) Verknüpfung, Geschlechterfolge;<br />Existenzform [Nebenform zu བརྒྱུད་; skr. <i>gati</i>-]	x
རྒྱུད་ལྔ་			die fünf Existenzformen (der Lebewesen)<div><br /></div><div>[nämlich als Gott (skr. <i>deva</i>-; tib. ལྷ་), Mensch (<i>manuṣya</i>-; མི་), Tier (<i>tiryañc</i>-; དུད་འགྲོ་), Hungergeist (<i>preta</i>-; ཡི་དྭགས་) und Höllenwesen (<i>naraka</i>-; སེམས་ཅན་དམྱལ་བ་); häufig wird als sechste Existenzstufe noch die der Halbgötter oder Titanen (<i>asura</i>-; ལྷ་མ་ཡིན་) genannt, die zwischen der der Götter und Mensch liegt]</div>	x
རྒྱུན་དུ་			fortwährend, immer [Adverb]	x
སྒོ་བ་ [auch བསྒོ་བ་]	P བསྒོམས་ F བསྒོམ་ I སྒོམ(ས)་		sagen (von Höhergestellten), Anweisungen erteilen	x
སྒྱུ་མ་			Trug, Illusion [auch Name der Mutter des Buddha; skr. <i>Māyā</i>];<br>siehe གཡོ་སྒྱུ་	x
སྒྲ་ཆེན་པོ་			'von großer, d.h.lauter Stimme' [Name eines Prinzen; skr. <i>Mahā</i>(<i>pra</i>)<i>ṇāda</i>]	x
སྒྲིབ་པ་	P བསྒྲིབས་ F བསྒྲིབ་ I སྒྲིབས་		verdunkeln;<br>geistig verdunkeln, verblenden;<br>Verblendung; Sünde	x
སྒྲོ་			Feder;<br>siehe མཇུག་སྒྲོ་	leech x
སྒོ་ནས་			mit Hilfe von [Postposition mit ཀྱི་]	x
སྒྲོན་མ་			Lampe, Laterne, Fackel	x
སྒྲོམ་			Kasten, Behälter	x
སྒྲོལ་བ་	PF བསྒྲལ་		lösen, retten, befreien von (ལས་)	x
བརྒྱ་ལམ་			bedeutungslos, irrelevant<br>[Kurzform für བརྒྱ་ལམ་ན་ sehr selten, nirgendwann]	x
བརྒྱལ་བ་			ohnmächtig werden	x
བསྒོ་བ་	P བསྒོས་		verunreinigen, beschmutzen;<br>siehe སྒོ་བ་	x
ངང་པ་			Gans;<br>Flamingo<br>skr. <i>haṃsa</i>-	x
ངན་སྐྱུགས་			Erbrochenes	x
ངན་སྐྱུགས་ཁྲོན་པ་			Abfallgrube, Jauchegrube	x
ངན་པའི་འགྲོ་བ་			schlechter Wiedergeburtsform,<br>vgl. རྒྱུད་ལྔ་ [skr. <i>durgati</i>-]	x
ངལ་བ་			müde, erschlöpft (sein);<br>Müdigkeit, Erschöpfung	Leech x
ངལ་(ག)སོ་			'Kurieren der Müdigkeit', Muße, Ruhe, Aufhören, Pausieren;<br />Abstinenz [skr. <i>virati</i>-, <i>viramaṇa</i>-];<br />auch ངལ་བསོ་ und ངལ་སོ་ geschrieben	x
ངུར་སྨྲིག་			gelblichrot (die Farbe des buddhistischen Mönchsgewands)	x
ངེད་			wir	x
ངེས་པ་<br>ངེས་			gewiss, sicher, bestimmt (sein);<br>Gewissheit, Sicherheit, Bestimmtheit;<br>siehe རྣམ་པར་-	x
ངེས་པར་ཀུན་ནས་འོང་བ་			herauskommen [skr. <i>nir</i>+<i>ā</i>+<i>kṛ</i>, <i>niṣ</i>+<i>kāray</i>, <i>niṣ</i>+<i>kṛ</i>, <i>niḥ</i>+<i>sāray</i> usw.]	x
ངེས་པར་སྐྱེས་པ་			zum Vorschein gekommen, daseiend [skr. <i>nirjāta</i>-]	x
ངེས་པར་འབྲེལ་བ་<br>ངེས་འབྲེལ་			fest verbunden (sein) mit, fest versehen (sein) mit (དང་);<br />gerichtet (sein) auf (ལ་) [skr. <i>ni</i>+<i>bandh</i>, <i>nibaddha</i>-]	x
ངོ་			Gesicht, Angesicht;<br>Aussehen, Haltung;<br>siehe གཡུལ་ངོ་	x
ངོ་བོ་			Wesen, wahre Natur;<br>siehe མི་སྨྲ་ངོ་བོ་	x
ངོ་ཚ་			'Gesichtshitze', Scham, Schamgefühl	x
ངོ་ཚ་བྱེད་པ་			sich schämen	x
ངོ་ཚ་བྲལ་བ་			schamlos<br>[metrisch für ངོ་ཚ་དང་བྲལ་བ་]	x
ངོ་མཚར་			Überraschung, Wunder	x
ངོ་མཚར་དུ་			in wunderbarer Weise, wunderbar [Adverb]	x
ངོ་མཚར་བ་			erstaunlich, wunderbar (sein)	x
ངོགས་			Ufer, Flussufer;<br />siehe འཇུག་ངོགས་	leech x
ངོར་			angesichts von, in Gegenwart von [Postposition mit ཀྱི་]	x
དངང་བ་	P དངངས་		erschrocken sein, sich fürchten;<br>siehe སྐྲག་དངང་བ་	x
མངོན་པ་<br>མངོན་			offenbar, sichtbar;<br>gegewärtig sein	x
མངོན་པར་དགའ་བ་			Gefallen finden(d) an (ལ་)<br>skr. <i>abhi</i>+<i>nand</i>; <i>abhinandin</i>-	x
མངོན་པར་བརྒྱན་པ་			schmücken<br />skr. <i>abhy</i>+<i>alaṃ</i>+<i>kṛ</i>	x
མངོན་པར་རྗུད་པ་			eintreten in, betreten<br>skr. <i>abhi</i>+<i>ni</i>+<i>viś</i>	x
མངོན་པར་རྗོད་པ་			mitteilen, sprechen, aussprechen<br>skr. <i>abhi</i>+<i>dhā</i>	Leech x
མངོན་པར་གནས་པ་			bewohnen;<br>bewohnt sein von [skr. <i>adhi</i>+<i>ṣṭhā</i>, <i>abhi</i>+<i>ṣṭhā</i>];<br>umgeben von, befallen von;<br>vgl. ལྷག་པར་གནས་པ་	x
མངོན་པར་འདུ་བ་			herankommen, herbeikommen<br>skr. (<i>sam</i>+)<i>abhi</i>+<i>i</i>	leech x
མངོན་པར་འདོད་པ་			verlangen nach<br>skr. <i>abhi</i>+<i>laṣ</i>, <i>abhi</i>+<i>vāñch</i>	x
མངོན་པར་སྤོང་བ་			aufgeben, verzichten, entsagen [skr. <i>abhi</i>+<i>tyaj</i>]<div><br />[an einer Stelle vielleicht auch 'hineilen zu, sich nähern', möglicherweise Verschreibung für མངོན་[པར་]ཡོང་བ་; skr. <i>abhi</i>+<i>sṛj</i>; vgl. die Anmerkung zu Lesestück 4, Udaya-Jātaka, Strophe 8]</div>	x
མངོན་པར་སྨྲ་བ་			sprechen, reden von etwas<br>skr. <i>abhi</i>+<i>vad</i>	x
མངོན་པར་སངས་རྒྱ་བ་			in vollkommener Weise die Erleuchtung erlangen, zu einem vollkommenen Buddha werden<br>skr. <i>abhi</i>+<i>saṃ</i>+<i>budh</i>	x
མངོན་པར་འབྱུང་བ་			entstehen, zum Vorschein kommen<br>skr. <i>abhi</i>+<i>jan</i>	x
མངོན་སུམ་			offenbar, offensichtlich, vor den Augen liegend	x
རྔ་བ་	P བརྔས་ F བརྔ་ I རྔོས་		mähen	x
རྔན་ཅན་			Beleidigung, Demütigung<br>skr. <i>avagaṇita</i>-, <i>avamata</i>-<br>auch རྔན་ཆན་ geschrieben	x
རྔུ་			Schmerz;<br>siehe ཟུག་རྔུ་	x
སྔ་བ་	P སྔས་		als Erstes geschehen, vor sich gehen	x
སྔ་མ་			das Frühere;<br>früherer	x
སྔ་རོལ་			das Frühere, die Vorzeit	x
སྔག(ས)་པ་	P བསྔགས་ F བསྔག་ I སྔོག(ས)་		preisen, loben	leech x
སྔགས་			Beschwörungsformel, Zauberspruch<br>skr. <i>mantra</i>-<br>Nebenform zu བསྔགས་; siehe གསང་སྔགས་	x
སྔར་			'im Früheren', voran, voraus [Adverb]	x
སྔོན་དུ་ und སྔོན་ལ་			vor, bevor [Postposition mit ཀྱི་]	x
བསྔགས་			Lob, Preis	x
ཅང་			irgendetwas, jedes Beliebige;<br />(mit folgender Negation) überhaupt nichts<br />Konntraktion von ཅི་ཡང་, ཅིའང་	x
ཅང་ཤེས་(པ་)			von guter Rasse, von edlem Geblüt (meist von Pferden)<br>[etymologische Wiedergabe von skr. <i>ājanya</i>-, <i>ājāneya</i>-]	x
ཅང་ཤེས་མིན་པ་			nicht von guter Rasse, nicht von edlem Geblüt	x
ཅི་ལྟར་			wie, in welcher Weise [interrogativisch und relativisch]	x
ཅི་འདྲ་བ་			wie beschaffen [interrogativisch und relativisch]	x
ཅི་འདྲ་བ་ཞིག་			ein wie (auch immer) Beschaffener	x
ཅི་ནས་ཀྱང་<br>ཅི་ནས་			aus welchem Grund auch immer;<br>auf jeden Fall	x
ཅི་ཙམ་			wie, wieviel [interrogativisch und relativisch]	x
ཅི་ཞིག་			was, was für ein [interrogativisch und relativisch]	x
ཅི་ཞིག་དགོས་			welche Notwendigkeit besteht, ... zu tun (mit dem ཀྱིས་ des Verbalsubstantivs)	x
ཅི་ཞིག་བྱ་			was soll man machen mit ...? was ist gewonnen durch ... (Instr.)? was, wozu nützt ...?	x
ཅི་ཡང་			was auch immer, irgendetwas	x
ཅི་རིགས་པ་			wie es passend, angemessen ist	x
ཅི་རིགས་པར་			in angemessener, passender Weise [skr. <i>yathāyogam</i>]	x
ཅི་རུང་			was ist ... wert? geht es etwa, dass ...?	x
ཅི་ལ་			wofür? wozu? zu welchem Zweck?	x
ཅིའི་ཕྱིར་			weswegen? warum?	x
ཅིའི་སླད་དུ་			(resp. für ཅིའི་ཕྱིར་)<br>weswegen? warum?	x
ཅེ་ན་			'falls einer so sagt' [wird meist am Ende einer Zwischenfrage oder eines hypothetischen Einwands verwendet; oft nur als Fragezeichen wiederzugeben; Veränderungen des Anlauts wie bei ཅེས་]	x
ཅེ་སྤྱང་			Schakal [auch ལྕེ་སྤྱང་ geschrieben]	x
ཅེས་			so [ཅེས་ - oft gefolgt von einer Form von བྱེད་པ་ sagen, nennen - hebt den vorangehenden Ausdruck hervor und steht in der Regel nach wörtlicher Rede, nach einem Zitat sowie nach besonders betonten Eigennamen oder Begriffen - Nach anderen Auslauten als ག, ད, བ geht ཅེས་ in ཞེས་ über.]	x
ཅེས་གྲག(ས་)			so heißt es, bekanntlich (skr. <i>kila</i>)	x
ཅེས་བྱ་བ་			so zu nennen, so zu bezeichnen, sogenannt [elegante Form ཅེས་བགྱི་བ་; skr. <i>iti</i>]	x
གཅགས་པ་			erfassen, ergreifen, begreifen;<br>siehe ཡིད་ལ་-	x
གཅིག་པ་ཉིད་			Alleinsein, Einsamkeit [skr. <i>ekākitā</i>-];<br>(ཀྱིས་) 'mit Einsamkeit', in Einsamkeit, allein, einsam	x
གཅིག་ཤོས་			ein anderer;<br>der andere (von zweien)	x
གཅེར་བུ་			nackt	x
གཅོག་པ་	P བཅག་ F གཅག་ I ཆོག་		zerbrechen, zerschmettern	leech x
བཅུ་			zehn	x
བཅོས་མ་<br>བཅོས་			künstlich;<br>verstellt, unaufrichtig	x
ལྕགས་ཀྱུ་			eiserner Haken, Stachelstab (besonders zum Antreiben von Elefanten) [skr. <i>aṅkuśa</i>-]	x
ལྕགས་ཕྱེ་			Eisenspäne	x
ལྕེ་			Zunge;<br>siehe མེ་ལྕེ་	x
ལྕེབ་པ་	P ལྕེབས་		den Tod suchen; Selbstmord begehen	x
ཆ་			Teil, Teilchen;<br />Ding, Utensil;<br />Scheibe, Scheibchen, (aus denen nach indischer Auffassung der Mond besteht) [Lehnübersetzung von skr. <i>kalā</i>-];<br />Kunst, Kunstfertigkeit [ebenfalls Lehnübersetzung von skr. <i>kalā</i>-];<br />Los, Schicksal [Lehnübersetzung von skr. <i>bhāga</i>-]<br />siehe རྒྱན་ཆ་, བདེ་བའི་ཆ་, བྱ་བའི་ཆ་, མཚོན་ཆ་, ལག་ཆ་	
ཆ་བྱད་			äußere Aufmachung, Erscheinungsform	
ཆང་ཚོང་			Bierausschank, Alkoholausschank	
ཆང་ཚོང་མ་			Gastwirtin	
